ssn|cc_num|first|last|gender|job|dob|acct_num|trans_num|trans_date|trans_time|unix_time|category|amt|merchant|ip_address|payment_type
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|dd8e3faca41ea3efb910b0b280b8d78c|2021-01-17|20:32:53|1610915573|shopping_net|3.60|Shea, Dorsey and Torres|56.250.76.167|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|f747404013bcf303f3c24782d8b8cf8b|2021-01-25|00:59:18|1611536358|gas_transport|62.17|Mills, Gould and Gonzalez|178.232.85.97|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|9db512571cf4b0220476151a53c9828c|2021-01-22|01:25:46|1611278746|grocery_pos|87.36|Livingston-Johnson|4.224.248.226|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|a09961dccfaa2acfaccbdec644cddba4|2021-01-27|02:22:15|1611714135|grocery_pos|142.17|Mills, Flores and Green|52.129.158.192|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|b46cf5d7658e6501f7b28157cd27f67e|2021-01-16|23:07:39|1610838459|personal_care|60.54|Drake, Grimes and Thomas|21.245.183.24|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|02f775eee46e352dc06cc512327e3bfe|2021-01-20|04:58:54|1611118734|gas_transport|58.87|Mills, Martin and Barnes|70.42.204.32|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|826ce80f98a50c7762a7cb20bb42eee7|2021-01-21|14:59:07|1611241147|personal_care|20.96|Smith Ltd|51.69.147.230|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|95222a331f658cb045844e0d55b33964|2021-01-29|17:10:44|1611940244|kids_pets|10.81|Anderson, Glover and Simon|69.29.188.222|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|d9887a28da979210f065b99cdb6c567a|2021-01-03|15:03:29|1609686209|shopping_pos|9.17|Mosley-Deleon|112.209.63.219|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|f46cb3aedbad8f2420e43f90a04f6fa4|2021-01-16|18:47:16|1610822836|personal_care|70.96|Smith Ltd|47.205.19.48|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|a2d7ba43ecb96ec31bec1b7166a8154f|2021-01-25|19:53:44|1611604424|kids_pets|57.06|Sanchez Group|201.206.77.121|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|79abf7b8c713bc7a70cfcb32601baf78|2021-01-24|05:19:10|1611465550|grocery_pos|82.66|Johnson-Thompson|208.68.152.50|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|da3b0720b588e12136b68e97e7c0a9cc|2021-01-05|20:32:33|1609878753|misc_pos|1.15|Guerrero Ltd|177.114.8.77|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|1cc8e613a6e4d6031f38f9e66e3f629f|2021-01-16|01:30:32|1610760632|misc_net|16.04|Church-Williams|141.42.215.165|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|182554dd4c79ca50e3c69feaed96d0c3|2021-01-15|13:42:48|1610718168|health_fitness|15.05|Valenzuela-Collins|36.105.38.195|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|d0d748911a3fe8eb9a23ccf05cfc1ae2|2021-01-07|20:53:38|1610052818|kids_pets|8.57|Brown and Sons|18.201.203.185|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|9e4986a11ebaca74b26a3772db5951f7|2021-01-02|19:54:07|1609617247|shopping_net|8.10|Payne Group|185.172.111.178|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|983ca0c02d3a1c91777af831854b0deb|2021-01-13|09:02:01|1610528521|gas_transport|54.27|Olson Inc|180.202.34.89|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|25bf65ae3a4d31d3743b3fe7d88f74f7|2021-01-10|19:33:19|1610307199|shopping_pos|2.48|Watts, Hunt and Phillips|11.176.246.146|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|8a10bb8175984fb2a703d3e91c735749|2021-01-12|19:47:09|1610480829|shopping_pos|408.07|Doyle, Butler and Clark|189.159.11.52|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|4c0a06a4e1b8a3d2d908490441b0c3e2|2021-01-20|12:37:07|1611146227|entertainment|44.31|Shea LLC|14.27.217.214|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|715bccbf9553e1dbdc97c22ae6fe232e|2021-01-14|07:50:25|1610610625|gas_transport|37.84|Cantu PLC|84.100.67.126|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|d606af90147518fa71120cc3ca5c538f|2021-01-15|11:29:15|1610710155|gas_transport|78.21|Olson Inc|128.198.161.112|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|7c03424712c6f5b9125d7c0b4baba674|2021-01-06|22:40:47|1609972847|personal_care|2.26|French, Nelson and Brown|51.227.193.129|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|92aaebabf8d32eb196ec504d871a41f1|2021-01-06|21:29:10|1609968550|shopping_pos|2.05|Carter, Williams and Clark|155.170.205.148|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|c45296c859ce086bf0103e66a0a4eb5e|2021-01-19|07:54:45|1611042885|grocery_net|52.40|Collins and Sons|61.206.112.42|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|0fcff7a4d7056f5d2521e03e7d70078a|2021-01-07|13:10:55|1610025055|shopping_net|3.20|Durham, Cole and Carroll|37.219.22.73|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|d7ef5429c09e507286f19db08b47944c|2021-01-16|04:05:56|1610769956|grocery_pos|84.87|Young-Mcdonald|30.215.129.183|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|c2efcabcdd6a6d4f57ebd65e223bd001|2021-01-09|19:53:15|1610221995|personal_care|31.71|Clark Group|63.39.32.159|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|4fa30caf1483250ad983f6b653850150|2021-01-03|14:41:55|1609684915|shopping_pos|9.68|Carter, Williams and Clark|3.57.55.12|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|915cd7ffeb10ddf7a51f79153218fdb5|2021-01-30|16:24:35|1612023875|home|50.71|Moore-Hanson|179.148.96.43|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|815c2bec76c310a514ba362156fedefc|2021-01-13|13:59:38|1610546378|kids_pets|32.05|Sanchez Group|66.129.165.233|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|49c3acc6c0547249ab90e24ef01d01f8|2021-01-11|16:34:12|1610382852|kids_pets|80.36|Anderson, Glover and Simon|50.221.223.187|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|2720e4cd6f200f2f95f0b4f46b88a141|2021-01-24|23:31:33|1611531093|personal_care|2.21|Smith Ltd|106.43.255.157|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|9da63a5609b2be01655c520a913adab7|2021-02-01|13:13:13|1612185193|personal_care|30.25|Drake, Grimes and Thomas|55.192.150.52|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|8b20310c23305f69a2c42503241a0939|2021-01-03|18:21:02|1609698062|home|10.74|Carson-Wong|119.31.6.30|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|512b772b7de1ef9ba76070a6fc02f079|2021-01-26|19:54:32|1611690872|food_dining|1.10|Smith-Davis|76.255.11.88|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|0fb775596321a03c6e5ddfa131cdaa08|2021-01-19|21:41:53|1611092513|kids_pets|3.96|Lewis-Marshall|104.65.93.119|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|a3e17eb6800f991350e0b3b2465c8672|2021-01-20|14:14:18|1611152058|kids_pets|3.53|Nguyen, Santiago and Spencer|184.253.28.46|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|5c7831135da82e7c71e6489d3f02da99|2021-01-11|23:18:36|1610407116|travel|4.35|Peterson, Case and Flores|56.30.198.255|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|226628d908e553c821039e9d32b90e96|2021-01-24|10:01:57|1611482517|misc_net|8.87|Arnold, Frederick and Moore|172.138.216.150|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|aea0bd75325b8fd39ad0616bdcc9aaf0|2021-01-14|11:01:40|1610622100|grocery_net|70.64|Moore Group|205.217.32.63|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|39acb5c97e45e315aef2b1ce7fc24725|2021-01-23|22:24:54|1611440694|shopping_net|1.24|Powell-Fitzgerald|155.180.10.156|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|33fbc459c20221d317bce3caae747b7d|2021-01-15|06:00:19|1610690419|gas_transport|61.30|Mills, Martin and Barnes|123.15.213.102|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|f42647023e57c1001d0a70dbcb0f91c1|2021-01-14|21:58:58|1610661538|home|81.34|Newman Group|140.227.17.219|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|79cd4708022af61b40af98248e20a1a6|2021-01-09|19:38:38|1610221118|shopping_pos|3.14|Carter, Williams and Clark|108.101.224.180|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|d1f7f4e6fc3ed05660459fbfa9a5c061|2021-01-02|03:43:31|1609559011|gas_transport|56.82|Mills, Gould and Gonzalez|64.85.214.91|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|e1bdeca3c3d09a4d36fc54c1ff363033|2021-01-03|22:36:07|1609713367|misc_net|5.52|Wilson and Sons|131.164.112.21|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|e241fb939ff330fd86ab8df34dce3ab1|2021-01-02|18:04:52|1609610692|misc_pos|9.62|Miles, Martinez and Davidson|137.199.119.248|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|57e800942d4f65fa06c5d33c743fb137|2021-01-03|18:10:16|1609697416|travel|6.99|Chapman, Vaughn and Reed|32.232.102.138|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|8b1d9a3eefba53669bb2460962193f2c|2021-01-03|23:13:39|1609715619|personal_care|80.45|Arnold-Miller|182.182.26.30|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|de794f2d831e51585be2424162345930|2021-01-14|23:30:12|1610667012|entertainment|61.13|Long, Wilkerson and Alexander|162.152.216.149|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|8ba3733a0336f1d82f936bc0ba3fa6c1|2021-01-05|20:12:23|1609877543|personal_care|8.74|Drake, Grimes and Thomas|212.118.208.36|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|1d1ca656e1f29487edb61a63eb79aeb8|2021-01-20|01:26:52|1611106012|misc_net|214.21|Kaiser, Walker and Delgado|45.245.253.63|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|c07a5b95df336e8ec222cedce6c519e4|2021-01-13|18:01:23|1610560883|food_dining|5.46|Lewis and Sons|126.140.205.120|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|4d7e5787267dd1a4f978bc390effcac7|2021-01-15|13:08:19|1610716099|kids_pets|114.22|Anderson, Brooks and Roberts|223.172.44.11|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|9f44b6a8d4886406da34a6960d2453c8|2021-01-25|09:15:24|1611566124|grocery_pos|105.06|Johnson-Thompson|56.52.87.237|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|a3e331dc4ca38326d50c4d2ec5cf5c09|2021-01-01|12:30:45|1609504245|health_fitness|2.34|Liu Group|207.161.230.201|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|116cf9f8403b7116616291378d8c8506|2021-01-11|20:10:05|1610395805|kids_pets|10.42|Anderson, Glover and Simon|74.218.218.150|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|cf51ca3b9bb626db78b98f559c45c4fe|2021-01-03|12:57:51|1609678671|kids_pets|40.24|Chase, Cabrera and Bennett|68.24.150.160|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|8f1bc3be37d0d26fa3cbc24e7aeaac9b|2021-01-07|12:41:12|1610023272|food_dining|8.98|Anderson Inc|80.207.251.141|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|50f451607d8fe156ee07b6c0c24e49ee|2021-01-14|18:37:31|1610649451|kids_pets|188.25|Lewis-Marshall|45.173.143.114|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|2da2d70dd2fcca5edb252ec100c878ba|2021-01-22|19:00:47|1611342047|food_dining|9.42|Smith, Sanchez and Villanueva|58.109.86.228|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|5179798e99c0b03066817850f5f1fac8|2021-01-14|20:04:20|1610654660|travel|4.61|Walters-Butler|93.172.63.11|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|47001a33e704dff613932aff34b9acf9|2021-01-20|16:21:49|1611159709|personal_care|24.24|French, Nelson and Brown|140.211.174.224|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|c03337907fb583837cad4342201bae6c|2021-01-28|20:02:29|1611864149|personal_care|30.22|Arnold-Miller|210.123.70.194|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|8dad78a2ba5f0d3e262f2515973c5ca2|2021-01-30|22:31:28|1612045888|personal_care|65.40|Dyer LLC|91.90.113.243|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|db59e5e17b6b250605213b5fbf4539ae|2021-01-03|17:24:12|1609694652|shopping_pos|5.87|Farmer Ltd|137.110.171.152|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|30399d0c0aea0afa58dbe998d426aca2|2021-01-31|14:26:53|1612103213|shopping_pos|1.14|Holland PLC|113.150.22.227|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|84d25d1523b5bb61d430d5d4ef7aad30|2021-01-03|17:49:48|1609696188|health_fitness|81.09|Liu Group|105.215.56.209|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|16144e041ce36a5fefe8587db0e51037|2021-01-09|09:27:49|1610184469|misc_net|9.59|Kaiser, Walker and Delgado|179.53.134.111|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|218d20864243ddaa41a980d750e670a5|2021-01-10|19:05:11|1610305511|personal_care|88.99|Savage and Sons|40.83.241.22|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|151d73b0759e0efbe8086f6092cc6c50|2021-01-27|17:27:41|1611768461|misc_pos|55.36|Mitchell, Kelley and Powell|160.175.135.53|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|21217970b5d536a8ea7212377edd09bf|2021-01-30|02:45:47|1611974747|grocery_pos|121.86|Mills, Flores and Green|76.200.231.71|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|bb9340d9574fee217cb65f9b05883a65|2021-01-13|20:18:46|1610569126|misc_net|1.40|Jordan-Munoz|162.1.54.1|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|6ff838d154b45fdb846d5875366ee999|2021-01-08|22:55:28|1610146528|kids_pets|38.57|Sanchez Group|77.210.25.159|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|aa95853ed7f3187d1750d031e528138f|2021-01-17|10:54:50|1610880890|misc_net|17.82|Jordan-Munoz|141.96.184.120|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|1fe83d0bcbe6e21c0490413663b1f030|2021-01-09|14:19:51|1610201991|kids_pets|27.37|Peterson-Zimmerman|123.74.140.211|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|255c461919e88021779b45c7a7566871|2021-01-01|09:52:19|1609494739|grocery_pos|97.21|Lynch Ltd|189.48.19.85|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|0dfe3def07c0d687e984227944f54397|2021-01-17|09:55:09|1610877309|grocery_pos|81.25|Mills, Flores and Green|22.53.252.8|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|d2773bbddfa500c19fd15941078465d0|2021-02-01|01:10:20|1612141820|grocery_pos|107.08|Young-Mcdonald|109.116.66.195|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|020e78bcc8f545952a931f20cd054b91|2021-01-12|17:34:08|1610472848|entertainment|4.78|Shea LLC|53.80.177.122|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|92a350e0a12352474ac69f31dfa7c258|2021-01-28|22:37:35|1611873455|entertainment|49.64|Shea LLC|67.178.231.75|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|bbd116b4003f651ef9375aadb83dd549|2021-01-30|04:30:38|1611981038|grocery_pos|88.91|Young-Mcdonald|156.202.88.204|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|f947b254c4ce4271c4f9bb9f39431848|2021-01-02|07:38:40|1609573120|gas_transport|41.97|Cantu PLC|58.98.189.161|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|9432349aaf03b2512675e84fbf3bb848|2021-01-21|22:02:50|1611266570|health_fitness|52.84|Estes-Olsen|55.25.153.84|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|3ee6770f1fdda3fa8028b94e0652b821|2021-01-30|14:22:20|1612016540|kids_pets|17.00|Anderson, Glover and Simon|93.15.197.127|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|be573508f211f4dab5376281a830864b|2021-01-31|16:57:04|1612112224|misc_pos|9.14|Stephens-Turner|40.156.116.100|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|a6328d08421281294be2ab25b709eb43|2021-01-01|20:34:25|1609533265|food_dining|22.75|Reid and Sons|207.54.225.65|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|3da8ffbb1c46077eefae752fe6fd6f84|2021-01-10|18:29:30|1610303370|entertainment|26.21|Cobb-Hayden|196.46.41.21|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|fe1a5e1d084f348968715f0a8fa9567d|2021-01-10|13:44:30|1610286270|shopping_pos|1.83|White-Mclean|163.160.51.214|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|df32688cff37507906e2028b5262f164|2021-01-26|13:16:06|1611666966|personal_care|123.91|Smith Ltd|30.245.66.102|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|f7a798db1a0b0c7fbf27ebe5a46a1bc2|2021-01-26|03:01:19|1611630079|grocery_pos|157.16|Livingston-Johnson|155.66.221.86|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|7ee9259c46e1e5736722835d2de90abd|2021-01-26|01:05:22|1611623122|grocery_pos|133.21|Dennis-Mccoy|128.189.79.86|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|a7310d38e3b8b62a2badea698c80d19b|2021-01-02|01:49:18|1609552158|gas_transport|56.15|Gonzalez Group|117.224.198.55|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|89060f6859ba0f41c1753a7686579ae9|2021-01-04|13:57:17|1609768637|kids_pets|6.47|Lewis-Marshall|76.17.157.81|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|234d2ca43236cb23e748f2f2b243a04c|2021-01-13|12:55:41|1610542541|travel|5.81|Peterson, Case and Flores|85.75.237.132|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|9be4441a8779745e5f5c603ce8a016e1|2021-01-03|06:37:23|1609655843|gas_transport|41.85|Randall-Church|54.114.7.16|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|d872401372b69d2713e9ea0e9546e8ec|2021-01-12|03:49:15|1610423355|gas_transport|83.91|Buchanan, Klein and Moss|112.66.91.36|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|ee44a07c3ecdbfea4dab1bb286647e01|2021-01-28|14:44:52|1611845092|shopping_pos|34.57|White-Mclean|222.183.123.194|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|c75191a846e394755934a8c0d18a53a6|2021-01-26|05:49:29|1611640169|gas_transport|69.15|Nelson, Rivera and Moreno|34.103.12.96|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|867ae1479f7f305e2e09829468b6d1e5|2021-01-02|08:38:07|1609576687|gas_transport|37.48|Buchanan, Klein and Moss|42.130.79.96|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|f98b120e505dc5dd8274c67db3ad219a|2021-01-24|02:47:13|1611456433|gas_transport|38.34|Mills, Gould and Gonzalez|4.241.55.157|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|ee97fbdc26cfb99ed5d52f24b555e83b|2021-01-03|16:17:08|1609690628|food_dining|5.87|Smith, Sanchez and Villanueva|22.171.76.17|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|6cb75469907ca1814c9da820c320072e|2021-01-13|03:55:00|1610510100|grocery_pos|79.11|Mills, Flores and Green|29.147.44.235|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|262fda414b7d23fa76cba73bd92479c1|2021-01-30|10:59:50|1612004390|gas_transport|93.90|Mills, Gould and Gonzalez|101.95.152.228|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|afe3d602c4ebe6cdb05c5bfbb4cd1788|2021-01-22|20:58:43|1611349123|misc_pos|2.64|Shea-Barron|49.157.215.172|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|aa4c0f47a4f486980227ded5db35b205|2021-01-01|19:20:32|1609528832|home|139.84|Boyer Inc|35.85.104.155|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|f0ee2bfaf923594fe99c061366d009ca|2021-01-21|03:57:40|1611201460|gas_transport|70.27|Mills, Gould and Gonzalez|91.117.29.139|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|a363d684f758e9a590a7216774729ba6|2021-01-02|04:09:38|1609560578|misc_net|171.49|Arnold, Frederick and Moore|203.195.51.72|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|21957cca0f4edb60b8c5ae10517560f8|2021-01-15|18:22:12|1610734932|kids_pets|1.28|Anderson, Glover and Simon|105.197.27.141|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|dd8c81eb7127db4fa2e7942fad210a87|2021-01-28|10:16:56|1611829016|gas_transport|81.37|Nelson, Rivera and Moreno|118.80.161.211|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|5cbda459289ea099f8202a17e7983127|2021-01-01|00:37:41|1609461461|grocery_net|40.52|Mullins-Tyler|163.209.240.45|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|fe758ca8e8c5749215c1499a133eec7f|2021-01-11|20:47:32|1610398052|home|109.57|Johnson-Brown|177.131.71.139|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|c854701e69dcb17e2c98e222fccb48e3|2021-01-29|20:54:58|1611953698|shopping_net|1.76|Bailey-Johnson|189.251.160.193|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|72119ea47f14436a1a55b3ff424e4f51|2021-01-09|17:29:41|1610213381|home|5.66|Hampton-Rollins|94.136.80.170|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|6d3d9860b8ac2b558a2d189ce05fd557|2021-01-12|14:10:31|1610460631|home|7.97|Lynch, Rojas and Jones|11.137.73.50|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|23af9fe41f4882b4de39f7b5ced214e6|2021-01-19|16:22:26|1611073346|kids_pets|8.70|Peterson-Zimmerman|91.212.132.102|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|ce4c7af0a44e3bd4056afaa09e0eccba|2021-01-24|15:16:02|1611501362|shopping_pos|1.37|Carter, Williams and Clark|213.187.180.160|online
232-42-3178|180054942612317|Nicole|Hernandez|F|Chiropodist|1979-03-19|268514844966|343c7988be0ba8055fd61341b9d29c7c|2021-01-03|18:01:25|1609696885|shopping_net|7.00|Shea, Dorsey and Torres|98.16.182.153|online
